Row	Column	Field	Plane	Timepoint	Sequence	Channel ID	Channel Name	Channel Type	Time Stamp	Position X [µm]	Position Y [µm]	Position Z [µm]	URL
3	2	1	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk3fk1fl1.tiff
3	2	1	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk4fk1fl1.tiff
3	2	1	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk5fk1fl1.tiff
3	2	1	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk6fk1fl1.tiff
3	2	1	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk7fk1fl1.tiff
3	2	1	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk8fk1fl1.tiff
3	2	1	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk9fk1fl1.tiff
3	2	1	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk10fk1fl1.tiff
3	2	1	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk11fk1fl1.tiff
3	2	1	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk12fk1fl1.tiff
3	2	1	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk13fk1fl1.tiff
3	2	1	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk14fk1fl1.tiff
3	2	1	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk15fk1fl1.tiff
3	2	1	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk16fk1fl1.tiff
3	2	1	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk17fk1fl1.tiff
3	2	1	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk18fk1fl1.tiff
3	2	1	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk19fk1fl1.tiff
3	2	1	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk20fk1fl1.tiff
3	2	1	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk21fk1fl1.tiff
3	2	1	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk22fk1fl1.tiff
3	2	1	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk23fk1fl1.tiff
3	2	1	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk24fk1fl1.tiff
3	2	1	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk25fk1fl1.tiff
3	2	1	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk26fk1fl1.tiff
3	2	1	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	0.0	0.0	3.2	Images/r03c02f01p01-ch1sk27fk1fl1.tiff
3	2	2	1	1	1	1	Alexa 488	Fluorescence	2026-09-08T10:15:00.000	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk1fk1fl1.tiff
3	2	2	1	2	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:02.100	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk2fk1fl1.tiff
3	2	2	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk3fk1fl1.tiff
3	2	2	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk4fk1fl1.tiff
3	2	2	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk5fk1fl1.tiff
3	2	2	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk6fk1fl1.tiff
3	2	2	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk7fk1fl1.tiff
3	2	2	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk8fk1fl1.tiff
3	2	2	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk9fk1fl1.tiff
3	2	2	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk10fk1fl1.tiff
3	2	2	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk11fk1fl1.tiff
3	2	2	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk12fk1fl1.tiff
3	2	2	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk13fk1fl1.tiff
3	2	2	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk14fk1fl1.tiff
3	2	2	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk15fk1fl1.tiff
3	2	2	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk16fk1fl1.tiff
3	2	2	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk17fk1fl1.tiff
3	2	2	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk18fk1fl1.tiff
3	2	2	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk19fk1fl1.tiff
3	2	2	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk20fk1fl1.tiff
3	2	2	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk21fk1fl1.tiff
3	2	2	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk22fk1fl1.tiff
3	2	2	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk23fk1fl1.tiff
3	2	2	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk24fk1fl1.tiff
3	2	2	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk25fk1fl1.tiff
3	2	2	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk26fk1fl1.tiff
3	2	2	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	700.0	0.0	3.2	Images/r03c02f02p01-ch1sk27fk1fl1.tiff
3	3	1	1	1	1	1	Alexa 488	Fluorescence	2026-09-08T10:15:00.000	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk1fk1fl1.tiff
3	3	1	1	2	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:02.100	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk2fk1fl1.tiff
3	3	1	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk3fk1fl1.tiff
3	3	1	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk4fk1fl1.tiff
3	3	1	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk5fk1fl1.tiff
3	3	1	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk6fk1fl1.tiff
3	3	1	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk7fk1fl1.tiff
3	3	1	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk8fk1fl1.tiff
3	3	1	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk9fk1fl1.tiff
3	3	1	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk10fk1fl1.tiff
3	3	1	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk11fk1fl1.tiff
3	3	1	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk12fk1fl1.tiff
3	3	1	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk13fk1fl1.tiff
3	3	1	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk14fk1fl1.tiff
3	3	1	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk15fk1fl1.tiff
3	3	1	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk16fk1fl1.tiff
3	3	1	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk17fk1fl1.tiff
3	3	1	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk18fk1fl1.tiff
3	3	1	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk19fk1fl1.tiff
3	3	1	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk20fk1fl1.tiff
3	3	1	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk21fk1fl1.tiff
3	3	1	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk22fk1fl1.tiff
3	3	1	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk23fk1fl1.tiff
3	3	1	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk24fk1fl1.tiff
3	3	1	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk25fk1fl1.tiff
3	3	1	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk26fk1fl1.tiff
3	3	1	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	0.0	0.0	3.2	Images/r03c03f01p01-ch1sk27fk1fl1.tiff
3	3	2	1	1	1	1	Alexa 488	Fluorescence	2026-09-08T10:15:00.000	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk1fk1fl1.tiff
3	3	2	1	2	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:02.100	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk2fk1fl1.tiff
3	3	2	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk3fk1fl1.tiff
3	3	2	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk4fk1fl1.tiff
3	3	2	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk5fk1fl1.tiff
3	3	2	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk6fk1fl1.tiff
3	3	2	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk7fk1fl1.tiff
3	3	2	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk8fk1fl1.tiff
3	3	2	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk9fk1fl1.tiff
3	3	2	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk10fk1fl1.tiff
3	3	2	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk11fk1fl1.tiff
3	3	2	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk12fk1fl1.tiff
3	3	2	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk13fk1fl1.tiff
3	3	2	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk14fk1fl1.tiff
3	3	2	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk15fk1fl1.tiff
3	3	2	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk16fk1fl1.tiff
3	3	2	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk17fk1fl1.tiff
3	3	2	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk18fk1fl1.tiff
3	3	2	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk19fk1fl1.tiff
3	3	2	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk20fk1fl1.tiff
3	3	2	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk21fk1fl1.tiff
3	3	2	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk22fk1fl1.tiff
3	3	2	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk23fk1fl1.tiff
3	3	2	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk24fk1fl1.tiff
3	3	2	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk25fk1fl1.tiff
3	3	2	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk26fk1fl1.tiff
3	3	2	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	700.0	0.0	3.2	Images/r03c03f02p01-ch1sk27fk1fl1.tiff
3	4	1	1	1	1	1	Alexa 488	Fluorescence	2026-09-08T10:15:00.000	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk1fk1fl1.tiff
3	4	1	1	2	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:02.100	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk2fk1fl1.tiff
3	4	1	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk3fk1fl1.tiff
3	4	1	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk4fk1fl1.tiff
3	4	1	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk5fk1fl1.tiff
3	4	1	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk6fk1fl1.tiff
3	4	1	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk7fk1fl1.tiff
3	4	1	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk8fk1fl1.tiff
3	4	1	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk9fk1fl1.tiff
3	4	1	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk10fk1fl1.tiff
3	4	1	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk11fk1fl1.tiff
3	4	1	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk12fk1fl1.tiff
3	4	1	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk13fk1fl1.tiff
3	4	1	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk14fk1fl1.tiff
3	4	1	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk15fk1fl1.tiff
3	4	1	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk16fk1fl1.tiff
3	4	1	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk17fk1fl1.tiff
3	4	1	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk18fk1fl1.tiff
3	4	1	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk19fk1fl1.tiff
3	4	1	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk20fk1fl1.tiff
3	4	1	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk21fk1fl1.tiff
3	4	1	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk22fk1fl1.tiff
3	4	1	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk23fk1fl1.tiff
3	4	1	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk24fk1fl1.tiff
3	4	1	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk25fk1fl1.tiff
3	4	1	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk26fk1fl1.tiff
3	4	1	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	0.0	0.0	3.2	Images/r03c04f01p01-ch1sk27fk1fl1.tiff
3	4	2	1	1	1	1	Alexa 488	Fluorescence	2026-09-08T10:15:00.000	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk1fk1fl1.tiff
3	4	2	1	2	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:02.100	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk2fk1fl1.tiff
3	4	2	1	3	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:04.200	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk3fk1fl1.tiff
3	4	2	1	4	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:06.300	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk4fk1fl1.tiff
3	4	2	1	5	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:08.400	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk5fk1fl1.tiff
3	4	2	1	6	2	1	Alexa 488	Fluorescence	2026-09-08T10:15:10.500	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk6fk1fl1.tiff
3	4	2	1	7	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:12.600	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk7fk1fl1.tiff
3	4	2	1	8	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:14.700	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk8fk1fl1.tiff
3	4	2	1	9	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:16.800	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk9fk1fl1.tiff
3	4	2	1	10	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:18.900	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk10fk1fl1.tiff
3	4	2	1	11	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:21.000	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk11fk1fl1.tiff
3	4	2	1	12	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:23.100	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk12fk1fl1.tiff
3	4	2	1	13	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:25.200	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk13fk1fl1.tiff
3	4	2	1	14	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:27.300	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk14fk1fl1.tiff
3	4	2	1	15	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:29.400	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk15fk1fl1.tiff
3	4	2	1	16	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:31.500	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk16fk1fl1.tiff
3	4	2	1	17	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:33.600	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk17fk1fl1.tiff
3	4	2	1	18	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:35.700	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk18fk1fl1.tiff
3	4	2	1	19	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:37.800	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk19fk1fl1.tiff
3	4	2	1	20	3	1	Alexa 488	Fluorescence	2026-09-08T10:15:39.900	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk20fk1fl1.tiff
3	4	2	1	21	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:42.000	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk21fk1fl1.tiff
3	4	2	1	22	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:44.100	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk22fk1fl1.tiff
3	4	2	1	23	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:46.200	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk23fk1fl1.tiff
3	4	2	1	24	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:48.300	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk24fk1fl1.tiff
3	4	2	1	25	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:50.400	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk25fk1fl1.tiff
3	4	2	1	26	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:52.500	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk26fk1fl1.tiff
3	4	2	1	27	4	1	Alexa 488	Fluorescence	2026-09-08T10:15:54.600	700.0	0.0	3.2	Images/r03c04f02p01-ch1sk27fk1fl1.tiff
