Database name	PTHTS example
Database link	local
Evaluation signature	synthetic-Experiment_090826_1
Plate Name	Example plate
Barcode	EXAMPLE-0001
Measurement	Experiment_090826_1
Evaluation	Evaluation1
Export type	Objects
Population	Cells
[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Cells - Intensity Cell Alexa 488 Mean	Cells - Cell Area [µm²]	Cells - Cell Roundness	Compound	Concentration	Cell Type
2	3	1	1	1	16	664	294	[652, 281, 677, 308]	398.7	176.7	2900.29	243.0	0.591	Compound A 10 uM		Example cells
2	3	1	1	1	17	694	324	[683, 304, 706, 344]	416.7	194.4	2914.1	331.2	0.718	Compound A 10 uM		Example cells
2	3	1	1	1	18	305	159	[291, 142, 320, 176]	183.3	95.4	3272.36	354.96	0.834	Compound A 10 uM		Example cells
2	3	1	1	1	19	141	191	[123, 180, 159, 202]	84.6	114.6	4639.91	285.12	0.979	Compound A 10 uM		Example cells
2	3	1	1	1	20	203	521	[191, 503, 216, 540]	122.1	312.9	2933.13	333.0	0.718	Compound A 10 uM		Example cells
2	3	1	1	1	21	591	215	[573, 199, 610, 232]	354.9	129.3	3117.44	439.56	0.689	Compound A 10 uM		Example cells
2	3	1	1	1	22	631	816	[621, 800, 642, 832]	378.9	489.6	4919.08	241.92	0.603	Compound A 10 uM		Example cells
2	3	1	1	1	23	573	363	[563, 347, 584, 380]	344.1	218.1	3008.12	249.48	0.89	Compound A 10 uM		Example cells
2	3	1	1	1	24	599	368	[589, 356, 609, 381]	359.4	221.1	2657.17	180.0	0.8	Compound A 10 uM		Example cells
2	3	1	1	2	1	314	213	[297, 203, 332, 223]	188.7	127.8	3002.94	252.0	0.766	Compound A 10 uM		Example cells
2	3	1	1	2	2	243	504	[229, 492, 257, 517]	145.8	302.7	2863.26	252.0	0.825	Compound A 10 uM		Example cells
2	3	1	1	2	3	686	351	[675, 331, 698, 372]	411.9	210.9	3639.15	339.48	0.719	Compound A 10 uM		Example cells
2	3	1	1	2	4	175	221	[157, 205, 194, 238]	105.3	132.9	2399.5	439.56	0.975	Compound A 10 uM		Example cells
2	3	1	1	2	5	242	467	[233, 458, 251, 476]	145.2	280.2	3308.42	116.64	0.912	Compound A 10 uM		Example cells
2	3	1	1	2	6	408	780	[406, 778, 411, 782]	245.1	468.0	3407.99	7.2	0.58	Compound A 10 uM		Example cells
2	3	1	1	2	7	601	736	[582, 719, 620, 754]	360.6	441.9	3728.98	478.8	0.88	Compound A 10 uM		Example cells
2	3	1	1	2	8	141	117	[130, 108, 153, 126]	84.9	70.2	3932.05	149.04	0.71	Compound A 10 uM		Example cells
2	3	1	1	2	9	114	349	[98, 340, 131, 358]	68.7	209.4	2829.12	213.84	0.708	Compound A 10 uM		Example cells
2	3	1	1	2	10	472	225	[460, 208, 484, 243]	283.2	135.3	3419.01	302.4	0.795	Compound A 10 uM		Example cells
2	3	1	1	2	11	485	170	[475, 161, 496, 180]	291.3	102.3	5301.88	143.64	0.763	Compound A 10 uM		Example cells
2	3	1	1	2	12	323	344	[305, 331, 341, 357]	193.8	206.4	4086.97	336.96	0.624	Compound A 10 uM		Example cells
2	3	1	1	2	13	210	754	[197, 741, 224, 768]	126.3	452.7	3099.05	262.44	0.782	Compound A 10 uM		Example cells
2	3	1	1	2	14	526	256	[507, 245, 546, 268]	315.9	153.9	2610.2	322.92	0.866	Compound A 10 uM		Example cells
2	3	1	1	2	15	665	70	[663, 68, 667, 73]	399.0	42.3	3425.1	7.2	0.769	Compound A 10 uM		Example cells
2	3	1	1	2	16	793	168	[779, 149, 807, 187]	475.8	100.8	3126.44	383.04	0.647	Compound A 10 uM		Example cells
2	3	1	1	2	17	428	590	[419, 581, 437, 599]	256.8	354.0	3968.76	116.64	0.573	Compound A 10 uM		Example cells
2	3	1	1	2	18	714	568	[712, 566, 716, 571]	428.4	341.1	3353.88	7.2	0.862	Compound A 10 uM		Example cells
2	3	1	1	2	19	434	817	[421, 801, 447, 833]	260.4	490.2	3215.69	299.52	0.947	Compound A 10 uM		Example cells
2	3	1	1	2	20	664	731	[661, 728, 667, 734]	398.4	438.6	3534.84	12.96	0.823	Compound A 10 uM		Example cells
2	3	1	1	2	21	631	749	[613, 736, 649, 763]	378.6	449.7	3883.31	349.92	0.89	Compound A 10 uM		Example cells
2	3	1	1	2	22	834	443	[816, 430, 853, 456]	500.7	265.8	3454.73	346.32	0.552	Compound A 10 uM		Example cells
2	3	1	2	1	1	101	450	[87, 440, 116, 461]	60.9	270.3	4145.94	219.24	0.704	Compound A 10 uM		Example cells
2	3	1	2	1	2	624	797	[611, 786, 638, 808]	374.7	478.2	4858.67	213.84	0.786	Compound A 10 uM		Example cells
2	3	1	2	1	3	477	845	[463, 833, 491, 857]	286.2	507.0	3427.33	241.92	0.917	Compound A 10 uM		Example cells
2	3	1	2	1	4	181	72	[170, 52, 193, 92]	108.9	43.2	2519.64	331.2	0.821	Compound A 10 uM		Example cells
2	3	1	2	1	5	806	862	[790, 853, 822, 872]	483.6	517.5	3136.2	218.88	0.596	Compound A 10 uM		Example cells
2	3	1	2	1	6	707	249	[614, 165, 800, 333]	424.2	149.4	4052.91	11249.28	0.778	Compound A 10 uM		Example cells
2	3	1	2	1	7	767	234	[756, 214, 778, 255]	460.2	140.7	4568.43	324.72	0.778	Compound A 10 uM		Example cells
2	3	1	2	1	8	852	399	[835, 380, 869, 419]	511.2	239.7	4016.99	477.36	0.565	Compound A 10 uM		Example cells
2	3	1	2	1	9	523	477	[514, 462, 532, 492]	313.8	286.2	3457.4	194.4	0.969	Compound A 10 uM		Example cells
2	3	1	2	1	10	492	156	[474, 145, 511, 167]	295.5	93.6	3359.12	293.04	0.742	Compound A 10 uM		Example cells
2	3	1	2	1	11	83	745	[71, 732, 95, 759]	49.8	447.3	3211.1	233.28	0.912	Compound A 10 uM		Example cells
2	3	1	2	1	12	253	290	[243, 281, 263, 299]	151.8	174.0	4271.68	129.6	0.927	Compound A 10 uM		Example cells
2	3	1	2	1	13	308	44	[298, 34, 319, 55]	185.1	26.7	3705.53	158.76	0.876	Compound A 10 uM		Example cells
2	3	1	2	1	14	413	349	[401, 332, 426, 366]	248.1	209.4	3292.43	306.0	0.611	Compound A 10 uM		Example cells
2	3	1	2	1	15	568	667	[555, 650, 581, 684]	340.8	400.2	3655.76	318.24	0.779	Compound A 10 uM		Example cells
2	3	1	2	1	16	664	294	[652, 281, 677, 308]	398.7	176.7	2893.64	243.0	0.882	Compound A 10 uM		Example cells
2	3	1	2	1	17	694	324	[683, 304, 706, 344]	416.7	194.4	2937.34	331.2	0.843	Compound A 10 uM		Example cells
2	3	1	2	1	18	305	159	[291, 142, 320, 176]	183.3	95.4	3284.63	354.96	0.663	Compound A 10 uM		Example cells
2	3	1	2	1	19	141	191	[123, 180, 159, 202]	84.6	114.6	4620.84	285.12	0.704	Compound A 10 uM		Example cells
2	3	1	2	1	20	203	521	[191, 503, 216, 540]	122.1	312.9	2920.84	333.0	0.738	Compound A 10 uM		Example cells
2	3	1	2	1	21	591	215	[573, 199, 610, 232]	354.9	129.3	3113.67	439.56	0.908	Compound A 10 uM		Example cells
2	3	1	2	1	22	631	816	[621, 800, 642, 832]	378.9	489.6	4916.43	241.92	0.805	Compound A 10 uM		Example cells
2	3	1	2	1	23	573	363	[563, 347, 584, 380]	344.1	218.1	3023.29	249.48	0.599	Compound A 10 uM		Example cells
2	3	1	2	1	24	599	368	[589, 356, 609, 381]	359.4	221.1	2665.95	180.0	0.945	Compound A 10 uM		Example cells
2	3	1	2	2	1	314	213	[297, 203, 332, 223]	188.7	127.8	3014.87	252.0	0.558	Compound A 10 uM		Example cells
2	3	1	2	2	2	243	504	[229, 492, 257, 517]	145.8	302.7	2878.63	252.0	0.693	Compound A 10 uM		Example cells
2	3	1	2	2	3	686	351	[675, 331, 698, 372]	411.9	210.9	3636.07	339.48	0.899	Compound A 10 uM		Example cells
2	3	1	2	2	4	175	221	[157, 205, 194, 238]	105.3	132.9	2401.82	439.56	0.57	Compound A 10 uM		Example cells
2	3	1	2	2	5	242	467	[233, 458, 251, 476]	145.2	280.2	3301.84	116.64	0.679	Compound A 10 uM		Example cells
2	3	1	2	2	6	408	780	[406, 778, 411, 782]	245.1	468.0	3417.35	7.2	0.956	Compound A 10 uM		Example cells
2	3	1	2	2	7	601	736	[582, 719, 620, 754]	360.6	441.9	3732.16	478.8	0.725	Compound A 10 uM		Example cells
2	3	1	2	2	8	141	117	[130, 108, 153, 126]	84.9	70.2	3951.05	149.04	0.903	Compound A 10 uM		Example cells
2	3	1	2	2	9	114	349	[98, 340, 131, 358]	68.7	209.4	2821.93	213.84	0.741	Compound A 10 uM		Example cells
2	3	1	2	2	10	472	225	[460, 208, 484, 243]	283.2	135.3	3410.43	302.4	0.925	Compound A 10 uM		Example cells
2	3	1	2	2	11	485	170	[475, 161, 496, 180]	291.3	102.3	5321.49	143.64	0.663	Compound A 10 uM		Example cells
2	3	1	2	2	12	323	344	[305, 331, 341, 357]	193.8	206.4	4086.97	336.96	0.921	Compound A 10 uM		Example cells
2	3	1	2	2	13	210	754	[197, 741, 224, 768]	126.3	452.7	3078.57	262.44	0.594	Compound A 10 uM		Example cells
2	3	1	2	2	14	526	256	[507, 245, 546, 268]	315.9	153.9	2616.51	322.92	0.562	Compound A 10 uM		Example cells
2	3	1	2	2	15	665	70	[663, 68, 667, 73]	399.0	42.3	3430.78	7.2	0.9	Compound A 10 uM		Example cells
2	3	1	2	2	16	793	168	[779, 149, 807, 187]	475.8	100.8	3125.57	383.04	0.884	Compound A 10 uM		Example cells
2	3	1	2	2	17	428	590	[419, 581, 437, 599]	256.8	354.0	3965.88	116.64	0.784	Compound A 10 uM		Example cells
2	3	1	2	2	18	714	568	[712, 566, 716, 571]	428.4	341.1	3358.69	7.2	0.585	Compound A 10 uM		Example cells
2	3	1	2	2	19	434	817	[421, 801, 447, 833]	260.4	490.2	3203.51	299.52	0.835	Compound A 10 uM		Example cells
2	3	1	2	2	20	664	731	[661, 728, 667, 734]	398.4	438.6	3519.93	12.96	0.751	Compound A 10 uM		Example cells
2	3	1	2	2	21	631	749	[613, 736, 649, 763]	378.6	449.7	3881.93	349.92	0.619	Compound A 10 uM		Example cells
2	3	1	2	2	22	834	443	[816, 430, 853, 456]	500.7	265.8	3457.5	346.32	0.907	Compound A 10 uM		Example cells
2	3	1	3	1	1	101	450	[87, 440, 116, 461]	60.9	270.3	4114.91	219.24	0.876	Compound A 10 uM		Example cells
2	3	1	3	1	2	624	797	[611, 786, 638, 808]	374.7	478.2	4846.95	213.84	0.642	Compound A 10 uM		Example cells
2	3	1	3	1	3	477	845	[463, 833, 491, 857]	286.2	507.0	3413.96	241.92	0.858	Compound A 10 uM		Example cells
2	3	1	3	1	4	181	72	[170, 52, 193, 92]	108.9	43.2	2517.35	331.2	0.93	Compound A 10 uM		Example cells
2	3	1	3	1	5	806	862	[790, 853, 822, 872]	483.6	517.5	3170.19	218.88	0.881	Compound A 10 uM		Example cells
2	3	1	3	1	6	707	249	[614, 165, 800, 333]	424.2	149.4	4046.64	11249.28	0.832	Compound A 10 uM		Example cells
2	3	1	3	1	7	767	234	[756, 214, 778, 255]	460.2	140.7	4591.43	324.72	0.625	Compound A 10 uM		Example cells
2	3	1	3	1	8	852	399	[835, 380, 869, 419]	511.2	239.7	4008.48	477.36	0.82	Compound A 10 uM		Example cells
2	3	1	3	1	9	523	477	[514, 462, 532, 492]	313.8	286.2	3473.22	194.4	0.975	Compound A 10 uM		Example cells
2	3	1	3	1	10	492	156	[474, 145, 511, 167]	295.5	93.6	3363.39	293.04	0.861	Compound A 10 uM		Example cells
2	3	1	3	1	11	83	745	[71, 732, 95, 759]	49.8	447.3	3154.21	233.28	0.974	Compound A 10 uM		Example cells
2	3	1	3	1	12	253	290	[243, 281, 263, 299]	151.8	174.0	4253.11	129.6	0.974	Compound A 10 uM		Example cells
2	3	1	3	1	13	308	44	[298, 34, 319, 55]	185.1	26.7	3705.92	158.76	0.858	Compound A 10 uM		Example cells
2	3	1	3	1	14	413	349	[401, 332, 426, 366]	248.1	209.4	3278.57	306.0	0.807	Compound A 10 uM		Example cells
2	3	1	3	1	15	568	667	[555, 650, 581, 684]	340.8	400.2	3688.51	318.24	0.824	Compound A 10 uM		Example cells
2	3	1	3	1	16	664	294	[652, 281, 677, 308]	398.7	176.7	2894.64	243.0	0.741	Compound A 10 uM		Example cells
2	3	1	3	1	17	694	324	[683, 304, 706, 344]	416.7	194.4	2918.76	331.2	0.868	Compound A 10 uM		Example cells
2	3	1	3	1	18	305	159	[291, 142, 320, 176]	183.3	95.4	3288.45	354.96	0.76	Compound A 10 uM		Example cells
2	3	1	3	1	19	141	191	[123, 180, 159, 202]	84.6	114.6	4630.26	285.12	0.87	Compound A 10 uM		Example cells
2	3	1	3	1	20	203	521	[191, 503, 216, 540]	122.1	312.9	2914.81	333.0	0.69	Compound A 10 uM		Example cells
2	3	1	3	1	21	591	215	[573, 199, 610, 232]	354.9	129.3	3122.61	439.56	0.932	Compound A 10 uM		Example cells
2	3	1	3	1	22	631	816	[621, 800, 642, 832]	378.9	489.6	4887.74	241.92	0.979	Compound A 10 uM		Example cells
2	3	1	3	1	23	573	363	[563, 347, 584, 380]	344.1	218.1	3032.07	249.48	0.584	Compound A 10 uM		Example cells
2	3	1	3	1	24	599	368	[589, 356, 609, 381]	359.4	221.1	2657.41	180.0	0.922	Compound A 10 uM		Example cells
2	3	1	3	2	1	314	213	[297, 203, 332, 223]	188.7	127.8	2983.22	252.0	0.683	Compound A 10 uM		Example cells
2	3	1	3	2	2	243	504	[229, 492, 257, 517]	145.8	302.7	2883.38	252.0	0.897	Compound A 10 uM		Example cells
2	3	1	3	2	3	686	351	[675, 331, 698, 372]	411.9	210.9	3643.86	339.48	0.583	Compound A 10 uM		Example cells
2	3	1	3	2	4	175	221	[157, 205, 194, 238]	105.3	132.9	2425.42	439.56	0.898	Compound A 10 uM		Example cells
2	3	1	3	2	5	242	467	[233, 458, 251, 476]	145.2	280.2	3320.56	116.64	0.581	Compound A 10 uM		Example cells
2	3	1	3	2	6	408	780	[406, 778, 411, 782]	245.1	468.0	3392.77	7.2	0.7	Compound A 10 uM		Example cells
2	3	1	3	2	7	601	736	[582, 719, 620, 754]	360.6	441.9	3722.37	478.8	0.628	Compound A 10 uM		Example cells
2	3	1	3	2	8	141	117	[130, 108, 153, 126]	84.9	70.2	3945.46	149.04	0.75	Compound A 10 uM		Example cells
2	3	1	3	2	9	114	349	[98, 340, 131, 358]	68.7	209.4	2837.83	213.84	0.58	Compound A 10 uM		Example cells
2	3	1	3	2	10	472	225	[460, 208, 484, 243]	283.2	135.3	3398.99	302.4	0.957	Compound A 10 uM		Example cells
2	3	1	3	2	11	485	170	[475, 161, 496, 180]	291.3	102.3	5303.5	143.64	0.709	Compound A 10 uM		Example cells
2	3	1	3	2	12	323	344	[305, 331, 341, 357]	193.8	206.4	4058.07	336.96	0.674	Compound A 10 uM		Example cells
2	3	1	3	2	13	210	754	[197, 741, 224, 768]	126.3	452.7	3103.93	262.44	0.708	Compound A 10 uM		Example cells
2	3	1	3	2	14	526	256	[507, 245, 546, 268]	315.9	153.9	2587.39	322.92	0.836	Compound A 10 uM		Example cells
2	3	1	3	2	15	665	70	[663, 68, 667, 73]	399.0	42.3	3407.69	7.2	0.559	Compound A 10 uM		Example cells
2	3	1	3	2	16	793	168	[779, 149, 807, 187]	475.8	100.8	3114.58	383.04	0.847	Compound A 10 uM		Example cells
2	3	1	3	2	17	428	590	[419, 581, 437, 599]	256.8	354.0	3985.38	116.64	0.976	Compound A 10 uM		Example cells
2	3	1	3	2	18	714	568	[712, 566, 716, 571]	428.4	341.1	3355.38	7.2	0.587	Compound A 10 uM		Example cells
2	3	1	3	2	19	434	817	[421, 801, 447, 833]	260.4	490.2	3198.4	299.52	0.944	Compound A 10 uM		Example cells
2	3	1	3	2	20	664	731	[661, 728, 667, 734]	398.4	438.6	3539.3	12.96	0.811	Compound A 10 uM		Example cells
2	3	1	3	2	21	631	749	[613, 736, 649, 763]	378.6	449.7	3888.56	349.92	0.572	Compound A 10 uM		Example cells
2	3	1	3	2	22	834	443	[816, 430, 853, 456]	500.7	265.8	3446.6	346.32	0.859	Compound A 10 uM		Example cells
2	3	1	4	1	1	101	450	[87, 440, 116, 461]	60.9	270.3	4133.77	219.24	0.972	Compound A 10 uM		Example cells
2	3	1	4	1	2	624	797	[611, 786, 638, 808]	374.7	478.2	4862.42	213.84	0.818	Compound A 10 uM		Example cells
2	3	1	4	1	3	477	845	[463, 833, 491, 857]	286.2	507.0	3418.72	241.92	0.877	Compound A 10 uM		Example cells
2	3	1	4	1	4	181	72	[170, 52, 193, 92]	108.9	43.2	2526.16	331.2	0.752	Compound A 10 uM		Example cells
2	3	1	4	1	5	806	862	[790, 853, 822, 872]	483.6	517.5	3157.76	218.88	0.756	Compound A 10 uM		Example cells
2	3	1	4	1	6	707	249	[614, 165, 800, 333]	424.2	149.4	4033.61	11249.28	0.829	Compound A 10 uM		Example cells
2	3	1	4	1	7	767	234	[756, 214, 778, 255]	460.2	140.7	4585.35	324.72	0.707	Compound A 10 uM		Example cells
2	3	1	4	1	8	852	399	[835, 380, 869, 419]	511.2	239.7	4011.34	477.36	0.785	Compound A 10 uM		Example cells
2	3	1	4	1	9	523	477	[514, 462, 532, 492]	313.8	286.2	3478.48	194.4	0.578	Compound A 10 uM		Example cells
2	3	1	4	1	10	492	156	[474, 145, 511, 167]	295.5	93.6	3383.11	293.04	0.565	Compound A 10 uM		Example cells
2	3	1	4	1	11	83	745	[71, 732, 95, 759]	49.8	447.3	3106.35	233.28	0.62	Compound A 10 uM		Example cells
2	3	1	4	1	12	253	290	[243, 281, 263, 299]	151.8	174.0	4256.08	129.6	0.696	Compound A 10 uM		Example cells
2	3	1	4	1	13	308	44	[298, 34, 319, 55]	185.1	26.7	3717.44	158.76	0.695	Compound A 10 uM		Example cells
2	3	1	4	1	14	413	349	[401, 332, 426, 366]	248.1	209.4	3276.6	306.0	0.738	Compound A 10 uM		Example cells
2	3	1	4	1	15	568	667	[555, 650, 581, 684]	340.8	400.2	3663.46	318.24	0.895	Compound A 10 uM		Example cells
2	3	1	4	1	16	664	294	[652, 281, 677, 308]	398.7	176.7	2888.98	243.0	0.896	Compound A 10 uM		Example cells
2	3	1	4	1	17	694	324	[683, 304, 706, 344]	416.7	194.4	2939.72	331.2	0.598	Compound A 10 uM		Example cells
2	3	1	4	1	18	305	159	[291, 142, 320, 176]	183.3	95.4	3281.54	354.96	0.952	Compound A 10 uM		Example cells
2	3	1	4	1	19	141	191	[123, 180, 159, 202]	84.6	114.6	4630.13	285.12	0.698	Compound A 10 uM		Example cells
2	3	1	4	1	20	203	521	[191, 503, 216, 540]	122.1	312.9	2911.24	333.0	0.908	Compound A 10 uM		Example cells
2	3	1	4	1	21	591	215	[573, 199, 610, 232]	354.9	129.3	3114.21	439.56	0.868	Compound A 10 uM		Example cells
2	3	1	4	1	22	631	816	[621, 800, 642, 832]	378.9	489.6	4906.41	241.92	0.954	Compound A 10 uM		Example cells
2	3	1	4	1	23	573	363	[563, 347, 584, 380]	344.1	218.1	3006.9	249.48	0.915	Compound A 10 uM		Example cells
2	3	1	4	1	24	599	368	[589, 356, 609, 381]	359.4	221.1	2671.8	180.0	0.648	Compound A 10 uM		Example cells
2	3	1	4	2	1	314	213	[297, 203, 332, 223]	188.7	127.8	3006.98	252.0	0.635	Compound A 10 uM		Example cells
2	3	1	4	2	2	243	504	[229, 492, 257, 517]	145.8	302.7	2895.07	252.0	0.797	Compound A 10 uM		Example cells
2	3	1	4	2	3	686	351	[675, 331, 698, 372]	411.9	210.9	3652.27	339.48	0.874	Compound A 10 uM		Example cells
2	3	1	4	2	4	175	221	[157, 205, 194, 238]	105.3	132.9	2421.38	439.56	0.674	Compound A 10 uM		Example cells
2	3	1	4	2	5	242	467	[233, 458, 251, 476]	145.2	280.2	3292.15	116.64	0.663	Compound A 10 uM		Example cells
2	3	1	4	2	6	408	780	[406, 778, 411, 782]	245.1	468.0	3395.8	7.2	0.63	Compound A 10 uM		Example cells
2	3	1	4	2	7	601	736	[582, 719, 620, 754]	360.6	441.9	3730.09	478.8	0.884	Compound A 10 uM		Example cells
2	3	1	4	2	8	141	117	[130, 108, 153, 126]	84.9	70.2	3931.08	149.04	0.95	Compound A 10 uM		Example cells
2	3	1	4	2	9	114	349	[98, 340, 131, 358]	68.7	209.4	2828.89	213.84	0.581	Compound A 10 uM		Example cells
2	3	1	4	2	10	472	225	[460, 208, 484, 243]	283.2	135.3	3403.29	302.4	0.925	Compound A 10 uM		Example cells
2	3	1	4	2	11	485	170	[475, 161, 496, 180]	291.3	102.3	5294.44	143.64	0.557	Compound A 10 uM		Example cells
2	3	1	4	2	12	323	344	[305, 331, 341, 357]	193.8	206.4	4082.97	336.96	0.722	Compound A 10 uM		Example cells
2	3	1	4	2	13	210	754	[197, 741, 224, 768]	126.3	452.7	3086.21	262.44	0.581	Compound A 10 uM		Example cells
2	3	1	4	2	14	526	256	[507, 245, 546, 268]	315.9	153.9	2586.39	322.92	0.851	Compound A 10 uM		Example cells
2	3	1	4	2	15	665	70	[663, 68, 667, 73]	399.0	42.3	3412.11	7.2	0.611	Compound A 10 uM		Example cells
2	3	1	4	2	16	793	168	[779, 149, 807, 187]	475.8	100.8	3113.96	383.04	0.558	Compound A 10 uM		Example cells
2	3	1	4	2	17	428	590	[419, 581, 437, 599]	256.8	354.0	3998.95	116.64	0.605	Compound A 10 uM		Example cells
2	3	1	4	2	18	714	568	[712, 566, 716, 571]	428.4	341.1	3363.37	7.2	0.827	Compound A 10 uM		Example cells
2	3	1	4	2	19	434	817	[421, 801, 447, 833]	260.4	490.2	3188.59	299.52	0.596	Compound A 10 uM		Example cells
2	3	1	4	2	20	664	731	[661, 728, 667, 734]	398.4	438.6	3513.63	12.96	0.68	Compound A 10 uM		Example cells
2	3	1	4	2	21	631	749	[613, 736, 649, 763]	378.6	449.7	3887.34	349.92	0.96	Compound A 10 uM		Example cells
2	3	1	4	2	22	834	443	[816, 430, 853, 456]	500.7	265.8	3422.73	346.32	0.705	Compound A 10 uM		Example cells
2	3	1	5	1	1	101	450	[87, 440, 116, 461]	60.9	270.3	4130.72	219.24	0.873	Compound A 10 uM		Example cells
2	3	1	5	1	2	624	797	[611, 786, 638, 808]	374.7	478.2	4863.88	213.84	0.971	Compound A 10 uM		Example cells
2	3	1	5	1	3	477	845	[463, 833, 491, 857]	286.2	507.0	3425.99	241.92	0.685	Compound A 10 uM		Example cells
2	3	1	5	1	4	181	72	[170, 52, 193, 92]	108.9	43.2	2526.53	331.2	0.646	Compound A 10 uM		Example cells
2	3	1	5	1	5	806	862	[790, 853, 822, 872]	483.6	517.5	3166.49	218.88	0.914	Compound A 10 uM		Example cells
2	3	1	5	1	6	707	249	[614, 165, 800, 333]	424.2	149.4	4030.88	11249.28	0.654	Compound A 10 uM		Example cells
2	3	1	5	1	7	767	234	[756, 214, 778, 255]	460.2	140.7	4590.88	324.72	0.786	Compound A 10 uM		Example cells
2	3	1	5	1	8	852	399	[835, 380, 869, 419]	511.2	239.7	4028.0	477.36	0.68	Compound A 10 uM		Example cells
2	3	1	5	1	9	523	477	[514, 462, 532, 492]	313.8	286.2	3465.82	194.4	0.807	Compound A 10 uM		Example cells
2	3	1	5	1	10	492	156	[474, 145, 511, 167]	295.5	93.6	3357.51	293.04	0.857	Compound A 10 uM		Example cells
2	3	1	5	1	11	83	745	[71, 732, 95, 759]	49.8	447.3	3096.29	233.28	0.853	Compound A 10 uM		Example cells
2	3	1	5	1	12	253	290	[243, 281, 263, 299]	151.8	174.0	4248.7	129.6	0.721	Compound A 10 uM		Example cells
2	3	1	5	1	13	308	44	[298, 34, 319, 55]	185.1	26.7	3701.21	158.76	0.657	Compound A 10 uM		Example cells
2	3	1	5	1	14	413	349	[401, 332, 426, 366]	248.1	209.4	3256.38	306.0	0.781	Compound A 10 uM		Example cells
2	3	1	5	1	15	568	667	[555, 650, 581, 684]	340.8	400.2	3657.15	318.24	0.652	Compound A 10 uM		Example cells
2	3	1	5	1	16	664	294	[652, 281, 677, 308]	398.7	176.7	2899.9	243.0	0.556	Compound A 10 uM		Example cells
2	3	1	5	1	17	694	324	[683, 304, 706, 344]	416.7	194.4	2937.3	331.2	0.6	Compound A 10 uM		Example cells
2	3	1	5	1	18	305	159	[291, 142, 320, 176]	183.3	95.4	3293.59	354.96	0.735	Compound A 10 uM		Example cells
2	3	1	5	1	19	141	191	[123, 180, 159, 202]	84.6	114.6	4613.26	285.12	0.747	Compound A 10 uM		Example cells
2	3	1	5	1	20	203	521	[191, 503, 216, 540]	122.1	312.9	2905.04	333.0	0.619	Compound A 10 uM		Example cells
2	3	1	5	1	21	591	215	[573, 199, 610, 232]	354.9	129.3	3111.75	439.56	0.886	Compound A 10 uM		Example cells
2	3	1	5	1	22	631	816	[621, 800, 642, 832]	378.9	489.6	4916.91	241.92	0.585	Compound A 10 uM		Example cells
2	3	1	5	1	23	573	363	[563, 347, 584, 380]	344.1	218.1	2994.38	249.48	0.588	Compound A 10 uM		Example cells
2	3	1	5	1	24	599	368	[589, 356, 609, 381]	359.4	221.1	2676.43	180.0	0.653	Compound A 10 uM		Example cells
2	3	1	5	2	1	314	213	[297, 203, 332, 223]	188.7	127.8	3022.8	252.0	0.846	Compound A 10 uM		Example cells
2	3	1	5	2	2	243	504	[229, 492, 257, 517]	145.8	302.7	2879.26	252.0	0.761	Compound A 10 uM		Example cells
2	3	1	5	2	3	686	351	[675, 331, 698, 372]	411.9	210.9	3667.83	339.48	0.935	Compound A 10 uM		Example cells
2	3	1	5	2	4	175	221	[157, 205, 194, 238]	105.3	132.9	2424.53	439.56	0.771	Compound A 10 uM		Example cells
2	3	1	5	2	5	242	467	[233, 458, 251, 476]	145.2	280.2	3294.26	116.64	0.757	Compound A 10 uM		Example cells
2	3	1	5	2	6	408	780	[406, 778, 411, 782]	245.1	468.0	3403.9	7.2	0.718	Compound A 10 uM		Example cells
2	3	1	5	2	7	601	736	[582, 719, 620, 754]	360.6	441.9	3713.47	478.8	0.593	Compound A 10 uM		Example cells
2	3	1	5	2	8	141	117	[130, 108, 153, 126]	84.9	70.2	3928.61	149.04	0.831	Compound A 10 uM		Example cells
2	3	1	5	2	9	114	349	[98, 340, 131, 358]	68.7	209.4	2830.78	213.84	0.797	Compound A 10 uM		Example cells
2	3	1	5	2	10	472	225	[460, 208, 484, 243]	283.2	135.3	3415.01	302.4	0.645	Compound A 10 uM		Example cells
2	3	1	5	2	11	485	170	[475, 161, 496, 180]	291.3	102.3	5323.24	143.64	0.728	Compound A 10 uM		Example cells
2	3	1	5	2	12	323	344	[305, 331, 341, 357]	193.8	206.4	4083.09	336.96	0.801	Compound A 10 uM		Example cells
2	3	1	5	2	13	210	754	[197, 741, 224, 768]	126.3	452.7	3085.85	262.44	0.902	Compound A 10 uM		Example cells
2	3	1	5	2	14	526	256	[507, 245, 546, 268]	315.9	153.9	2590.88	322.92	0.945	Compound A 10 uM		Example cells
2	3	1	5	2	15	665	70	[663, 68, 667, 73]	399.0	42.3	3398.89	7.2	0.885	Compound A 10 uM		Example cells
2	3	1	5	2	16	793	168	[779, 149, 807, 187]	475.8	100.8	3100.3	383.04	0.97	Compound A 10 uM		Example cells
2	3	1	5	2	17	428	590	[419, 581, 437, 599]	256.8	354.0	4005.15	116.64	0.769	Compound A 10 uM		Example cells
2	3	1	5	2	18	714	568	[712, 566, 716, 571]	428.4	341.1	3367.33	7.2	0.978	Compound A 10 uM		Example cells
